           ANÁLISE DE FREQUÊNCIA DE PALAVRAS           
Arquivo analisado: kjv-bible.txt
Estrutura utilizada: AVL Tree
Total de palavras únicas: 12965
Tempo total de execução: 1720 ms
Número de comparações: 11609472
Número de rotações: 9931
═══════════════════════════════════════════════════════
Palavra: the, Frequência: 64016
Palavra: shittah, Frequência: 1
Palavra: bridles, Frequência: 1
Palavra: shivers, Frequência: 1
Palavra: shiza, Frequência: 1
Palavra: shoa, Frequência: 1
Palavra: description, Frequência: 1
Palavra: descry, Frequência: 1
Palavra: beetle, Frequência: 1
Palavra: bridleth, Frequência: 1
Palavra: shobek, Frequência: 1
Palavra: shobi, Frequência: 1
Palavra: shocho, Frequência: 1
Palavra: morsels, Frequência: 1
Palavra: shock, Frequência: 1
Palavra: shocks, Frequência: 1
Palavra: shoco, Frequência: 1
Palavra: contradicting, Frequência: 1
Palavra: mortality, Frequência: 1
Palavra: shoelatchet, Frequência: 1
Palavra: fillest, Frequência: 1
Palavra: shoe’s, Frequência: 1
Palavra: shoham, Frequência: 1
Palavra: mortally, Frequência: 1
Palavra: fillet, Frequência: 1
Palavra: joshah, Frequência: 1
Palavra: deserve, Frequência: 1
Palavra: shooters, Frequência: 1
Palavra: mortgaged, Frequência: 1
Palavra: joshaphat, Frequência: 1
Palavra: mosera, Frequência: 1
Palavra: shophan, Frequência: 1
Palavra: joshaviah, Frequência: 1
Palavra: deserveth, Frequência: 1
Palavra: filling, Frequência: 1
Palavra: deserving, Frequência: 1
Palavra: holier, Frequência: 1
Palavra: heshmon, Frequência: 1
Palavra: motheaten, Frequência: 1
Palavra: shoshannimeduth, Frequência: 1
Palavra: brigandine, Frequência: 1
Palavra: brigandines, Frequência: 1
Palavra: apphia, Frequência: 1
Palavra: almon, Frequência: 1
Palavra: impediment, Frequência: 1
Palavra: appii, Frequência: 1
Palavra: admired, Frequência: 1
Palavra: impenitent, Frequência: 1
Palavra: shouteth, Frequência: 1
Palavra: finer, Frequência: 1
Palavra: shoutings, Frequência: 1
Palavra: shovel, Frequência: 1
Palavra: motions, Frequência: 1
Palavra: josibiah, Frequência: 1
Palavra: josiphiah, Frequência: 1
Palavra: jot, Frequência: 1
Palavra: shred, Frequência: 1
Palavra: shrines, Frequência: 1
Palavra: shroud, Frequência: 1
Palavra: shrubs, Frequência: 1
Palavra: jotbah, Frequência: 1
Palavra: bringers, Frequência: 1
Palavra: mounted, Frequência: 1
Palavra: mounting, Frequência: 1
Palavra: shuham, Frequência: 1
Palavra: jotbath, Frequência: 1
Palavra: imperious, Frequência: 1
Palavra: accordingly, Frequência: 1
Palavra: shumathites, Frequência: 1
Palavra: shun, Frequência: 1
Palavra: mourner, Frequência: 1
Palavra: baaltamar, Frequência: 1
Palavra: 158, Frequência: 1
Palavra: shunites, Frequência: 1
Palavra: shunned, Frequência: 1
Palavra: shupham, Frequência: 1
Palavra: shuphamites, Frequência: 1
Palavra: mournfully, Frequência: 1
Palavra: contribution, Frequência: 1
Palavra: finisher, Frequência: 1
Palavra: shushaneduth, Frequência: 1
Palavra: 169, Frequência: 1
Palavra: shuthalhites, Frequência: 1
Palavra: implacable, Frequência: 1
Palavra: appointeth, Frequência: 1
Palavra: shutting, Frequência: 1
Palavra: shuttle, Frequência: 1
Palavra: sia, Frequência: 1
Palavra: siaha, Frequência: 1
Palavra: implead, Frequência: 1
Palavra: despaired, Frequência: 1
Palavra: sibboleth, Frequência: 1
Palavra: importunity, Frequência: 1
Palavra: sibraim, Frequência: 1
Palavra: sichem, Frequência: 1
Palavra: moveable, Frequência: 1
Palavra: desperately, Frequência: 1
Palavra: sickly, Frequência: 1
Palavra: movedst, Frequência: 1
Palavra: mover, Frequência: 1
Palavra: abhorring, Frequência: 1
Palavra: almsdeeds, Frequência: 1
Palavra: fires, Frequência: 1
Palavra: firkins, Frequência: 1
Palavra: broader, Frequência: 1
Palavra: broided, Frequência: 1
Palavra: mower, Frequência: 1
Palavra: mowings, Frequência: 1
Palavra: sifted, Frequência: 1
Palavra: mown, Frequência: 1
Palavra: controversies, Frequência: 1
Palavra: sighest, Frequência: 1
Palavra: sigheth, Frequência: 1
Palavra: firstbegotten, Frequência: 1
Palavra: sighs, Frequência: 1
Palavra: broiled, Frequência: 1
Palavra: sights, Frequência: 1
Palavra: mozah, Frequência: 1
Palavra: despisest, Frequência: 1
Palavra: mufflers, Frequência: 1
Palavra: signets, Frequência: 1
Palavra: signification, Frequência: 1
Palavra: impose, Frequência: 1
Palavra: signifieth, Frequência: 1
Palavra: joyed, Frequência: 1
Palavra: despising, Frequência: 1
Palavra: brokenfooted, Frequência: 1
Palavra: brokenhanded, Frequência: 1
Palavra: baal’s, Frequência: 1
Palavra: multipliedst, Frequência: 1
Palavra: imposed, Frequência: 1
Palavra: fishermen, Frequência: 1
Palavra: holily, Frequência: 1
Palavra: silla, Frequência: 1
Palavra: joying, Frequência: 1
Palavra: siloah, Frequência: 1
Palavra: athach, Frequência: 1
Palavra: conveniently, Frequência: 1
Palavra: brood, Frequência: 1
Palavra: silverlings, Frequência: 1
Palavra: silversmith, Frequência: 1
Palavra: fisher’s, Frequência: 1
Palavra: jozachar, Frequência: 1
Palavra: admonishing, Frequência: 1
Palavra: similitudes, Frequência: 1
Palavra: fishhooks, Frequência: 1
Palavra: fishing, Frequência: 1
Palavra: fishpools, Frequência: 1
Palavra: fish’s, Frequência: 1
Palavra: simri, Frequência: 1
Palavra: munitions, Frequência: 1
Palavra: muppim, Frequência: 1
Palavra: fists, Frequência: 1
Palavra: impoverish, Frequência: 1
Palavra: jubal, Frequência: 1
Palavra: beggarly, Frequência: 1
Palavra: clamorous, Frequência: 1
Palavra: jucal, Frequência: 1
Palavra: conversion, Frequência: 1
Palavra: murmurers, Frequência: 1
Palavra: fitteth, Frequência: 1
Palavra: singed, Frequência: 1
Palavra: imprisoned, Frequência: 1
Palavra: abdiel, Frequência: 1
Palavra: singeth, Frequência: 1
Palavra: approacheth, Frequência: 1
Palavra: murrain, Frequência: 1
Palavra: muse, Frequência: 1
Palavra: singular, Frequência: 1
Palavra: sinim, Frequência: 1
Palavra: mused, Frequência: 1
Palavra: flag, Frequência: 1
Palavra: circle, Frequência: 1
Palavra: converteth, Frequência: 1
Palavra: converting, Frequência: 1
Palavra: sinnest, Frequência: 1
Palavra: flakes, Frequência: 1
Palavra: accounting, Frequência: 1
Palavra: musicians, Frequência: 1
Palavra: judea, Frequência: 1
Palavra: siphmoth, Frequência: 1
Palavra: sippai, Frequência: 1
Palavra: musing, Frequência: 1
Palavra: sirah, Frequência: 1
Palavra: converts, Frequência: 1
Palavra: brothers, Frequência: 1
Palavra: detained, Frequência: 1
Palavra: flash, Frequência: 1
Palavra: imprisonments, Frequência: 1
Palavra: mustereth, Frequência: 1
Palavra: muthlabben, Frequência: 1
Palavra: mutter, Frequência: 1
Palavra: sith, Frequência: 1
Palavra: sitnah, Frequência: 1
Palavra: muttered, Frequência: 1
Palavra: mutual, Frequência: 1
Palavra: approvest, Frequência: 1
Palavra: conveyed, Frequência: 1
Palavra: determinate, Frequência: 1
Palavra: sivan, Frequência: 1
Palavra: myra, Frequência: 1
Palavra: determination, Frequência: 1
Palavra: flayed, Frequência: 1
Palavra: determine, Frequência: 1
Palavra: beginnest, Frequência: 1
Palavra: convicted, Frequência: 1
Palavra: sixtyfold, Frequência: 1
Palavra: detest, Frequência: 1
Palavra: accounts, Frequência: 1
Palavra: approveth, Frequência: 1
Palavra: skilfully, Frequência: 1
Palavra: skilfulness, Frequência: 1
Palavra: naam, Frequência: 1
Palavra: approving, Frequência: 1
Palavra: bruises, Frequência: 1
Palavra: skip, Frequência: 1
Palavra: athaiah, Frequência: 1
Palavra: skippedst, Frequência: 1
Palavra: skipping, Frequência: 1
Palavra: abominably, Frequência: 1
Palavra: naaman’s, Frequência: 1
Palavra: convinceth, Frequência: 1
Palavra: fleshy, Frequência: 1
Palavra: naamites, Frequência: 1
Palavra: slacked, Frequência: 1
Palavra: slackness, Frequência: 1
Palavra: baara, Frequência: 1
Palavra: naarai, Frequência: 1
Palavra: slandered, Frequência: 1
Palavra: slanderers, Frequência: 1
Palavra: slanderest, Frequência: 1
Palavra: slandereth, Frequência: 1
Palavra: slanderously, Frequência: 1
Palavra: naaran, Frequência: 1
Palavra: slang, Frequência: 1
Palavra: naarath, Frequência: 1
Palavra: slave, Frequência: 1
Palavra: slaves, Frequência: 1
Palavra: naashon, Frequência: 1
Palavra: bucket, Frequência: 1
Palavra: flinty, Frequência: 1
Palavra: judith, Frequência: 1
Palavra: buckets, Frequência: 1
Palavra: sleeper, Frequência: 1
Palavra: abi, Frequência: 1
Palavra: juice, Frequência: 1
Palavra: julia, Frequência: 1
Palavra: sleight, Frequência: 1
Palavra: nachon’s, Frequência: 1
Palavra: ara, Frequência: 1
Palavra: slewest, Frequência: 1
Palavra: slidden, Frequência: 1
Palavra: compact, Frequência: 1
Palavra: slideth, Frequência: 1
Palavra: aloof, Frequência: 1
Palavra: nagge, Frequência: 1
Palavra: slimepits, Frequência: 1
Palavra: floors, Frequência: 1
Palavra: slingers, Frequência: 1
Palavra: slings, Frequência: 1
Palavra: slingstones, Frequência: 1
Palavra: buds, Frequência: 1
Palavra: nahalal, Frequência: 1
Palavra: jumping, Frequência: 1
Palavra: nahallal, Frequência: 1
Palavra: slips, Frequência: 1
Palavra: nahalol, Frequência: 1
Palavra: naham, Frequência: 1
Palavra: nahamani, Frequência: 1
Palavra: slowly, Frequência: 1
Palavra: junia, Frequência: 1
Palavra: sluices, Frequência: 1
Palavra: devilish, Frequência: 1
Palavra: slumbered, Frequência: 1
Palavra: slumbereth, Frequência: 1
Palavra: slumberings, Frequência: 1
Palavra: beguiling, Frequência: 1
Palavra: nahbi, Frequência: 1
Palavra: smart, Frequência: 1
Palavra: aloth, Frequência: 1
Palavra: clamour, Frequência: 1
Palavra: smelleth, Frequência: 1
Palavra: homam, Frequência: 1
Palavra: arab, Frequência: 1
Palavra: smiters, Frequência: 1
Palavra: jurisdiction, Frequência: 1
Palavra: devote, Frequência: 1
Palavra: nailing, Frequência: 1
Palavra: jushabhesed, Frequência: 1
Palavra: buildedst, Frequência: 1
Palavra: builder, Frequência: 1
Palavra: nain, Frequência: 1
Palavra: fluttereth, Frequência: 1
Palavra: flux, Frequência: 1
Palavra: devotions, Frequência: 1
Palavra: smootheth, Frequência: 1
Palavra: ado, Frequência: 1
Palavra: smotest, Frequência: 1
Palavra: behaveth, Frequência: 1
Palavra: imrah, Frequência: 1
Palavra: devourer, Frequência: 1
Palavra: devourest, Frequência: 1
Palavra: foals, Frequência: 1
Palavra: snatch, Frequência: 1
Palavra: sneezed, Frequência: 1
Palavra: snorting, Frequência: 1
Palavra: snout, Frequência: 1
Palavra: foam, Frequência: 1
Palavra: snowy, Frequência: 1
Palavra: abialbon, Frequência: 1
Palavra: accuser, Frequência: 1
Palavra: nameth, Frequência: 1
Palavra: snuffeth, Frequência: 1
Palavra: behemoth, Frequência: 1
Palavra: soaked, Frequência: 1
Palavra: abiasaph, Frequência: 1
Palavra: fodder, Frequência: 1
Palavra: naomi’s, Frequência: 1
Palavra: soberness, Frequência: 1
Palavra: athenians, Frequência: 1
Palavra: socho, Frequência: 1
Palavra: sochoh, Frequência: 1
Palavra: socket, Frequência: 1
Palavra: compacted, Frequência: 1
Palavra: cooks, Frequência: 1
Palavra: justifier, Frequência: 1
Palavra: abilene, Frequência: 1
Palavra: sodering, Frequência: 1
Palavra: sodi, Frequência: 1
Palavra: folden, Frequência: 1
Palavra: sodoma, Frequência: 1
Palavra: sodomite, Frequência: 1
Palavra: narcissus, Frequência: 1
Palavra: foldeth, Frequência: 1
Palavra: companied, Frequência: 1
Palavra: softer, Frequência: 1
Palavra: narrowed, Frequência: 1
Palavra: soil, Frequência: 1
Palavra: narrower, Frequência: 1
Palavra: folks, Frequência: 1
Palavra: abner’s, Frequência: 1
Palavra: clouted, Frequência: 1
Palavra: accuseth, Frequência: 1
Palavra: nathanmelech, Frequência: 1
Palavra: solace, Frequência: 1
Palavra: followedst, Frequência: 1
Palavra: bul, Frequência: 1
Palavra: diblaim, Frequência: 1
Palavra: aramitess, Frequência: 1
Palavra: aramnaharaim, Frequência: 1
Palavra: diblath, Frequência: 1
Palavra: native, Frequência: 1
Palavra: justle, Frequência: 1
Palavra: homers, Frequência: 1
Palavra: solitarily, Frequência: 1
Palavra: aramzobah, Frequência: 1
Palavra: bulrush, Frequência: 1
Palavra: hewer, Frequência: 1
Palavra: dibri, Frequência: 1
Palavra: inclineth, Frequência: 1
Palavra: bunah, Frequência: 1
Palavra: inclose, Frequência: 1
Palavra: coos, Frequência: 1
Palavra: bunch, Frequência: 1
Palavra: naum, Frequência: 1
Palavra: copied, Frequência: 1
Palavra: naves, Frequência: 1
Palavra: coping, Frequência: 1
Palavra: diddest, Frequência: 1
Palavra: nazarene, Frequência: 1
Palavra: nazarenes, Frequência: 1
Palavra: soothsayer, Frequência: 1
Palavra: kadmonites, Frequência: 1
Palavra: soothsaying, Frequência: 1
Palavra: kallai, Frequência: 1
Palavra: sopater, Frequência: 1
Palavra: avoided, Frequência: 1
Palavra: neah, Frequência: 1
Palavra: neapolis, Frequência: 1
Palavra: sorceress, Frequência: 1
Palavra: copper, Frequência: 1
Palavra: sorcery, Frequência: 1
Palavra: karkaa, Frequência: 1
Palavra: sorek, Frequência: 1
Palavra: karkor, Frequência: 1
Palavra: sorer, Frequência: 1
Palavra: nebai, Frequência: 1
Palavra: karnaim, Frequência: 1
Palavra: kartah, Frequência: 1
Palavra: sorroweth, Frequência: 1
Palavra: neballat, Frequência: 1
Palavra: kartan, Frequência: 1
Palavra: arbah, Frequência: 1
Palavra: diest, Frequência: 1
Palavra: forbiddeth, Frequência: 1
Palavra: kattath, Frequência: 1
Palavra: sosipater, Frequência: 1
Palavra: bekah, Frequência: 1
Palavra: nebushasban, Frequência: 1
Palavra: sottish, Frequência: 1
Palavra: forborn, Frequência: 1
Palavra: differ, Frequência: 1
Palavra: buriers, Frequência: 1
Palavra: soul’s, Frequência: 1
Palavra: arbite, Frequência: 1
Palavra: forcible, Frequência: 1
Palavra: soundeth, Frequência: 1
Palavra: coppersmith, Frequência: 1
Palavra: herald, Frequência: 1
Palavra: sounds, Frequência: 1
Palavra: ford, Frequência: 1
Palavra: differences, Frequência: 1
Palavra: incontinency, Frequência: 1
Palavra: incontinent, Frequência: 1
Palavra: differing, Frequência: 1
Palavra: sowedst, Frequência: 1
Palavra: archelaus, Frequência: 1
Palavra: necromancer, Frequência: 1
Palavra: nedabiah, Frequência: 1
Palavra: kedeshnaphtali, Frequência: 1
Palavra: baaseiah, Frequência: 1
Palavra: needest, Frequência: 1
Palavra: belah, Frequência: 1
Palavra: foreknew, Frequência: 1
Palavra: foreknow, Frequência: 1
Palavra: diggedst, Frequência: 1
Palavra: spanned, Frequência: 1
Palavra: cor, Frequência: 1
Palavra: foreordained, Frequência: 1
Palavra: honesty, Frequência: 1
Palavra: sparing, Frequência: 1
Palavra: needle’s, Frequência: 1
Palavra: helve, Frequência: 1
Palavra: sparkled, Frequência: 1
Palavra: corban, Frequência: 1
Palavra: neesings, Frequência: 1
Palavra: neginah, Frequência: 1
Palavra: spat, Frequência: 1
Palavra: ahban, Frequência: 1
Palavra: comparable, Frequência: 1
Palavra: forerunner, Frequência: 1
Palavra: foresaw, Frequência: 1
Palavra: foreseeing, Frequência: 1
Palavra: speakings, Frequência: 1
Palavra: neglected, Frequência: 1
Palavra: neglecting, Frequência: 1
Palavra: foreship, Frequência: 1
Palavra: spear’s, Frequência: 1
Palavra: clappeth, Frequência: 1
Palavra: burnished, Frequência: 1
Palavra: kelaiah, Frequência: 1
Palavra: spectacle, Frequência: 1
Palavra: sped, Frequência: 1
Palavra: dilean, Frequência: 1
Palavra: nehiloth, Frequência: 1
Palavra: nehum, Frequência: 1
Palavra: foretell, Frequência: 1
Palavra: nehushta, Frequência: 1
Palavra: speedy, Frequência: 1
Palavra: forewarn, Frequência: 1
Palavra: spendest, Frequência: 1
Palavra: nehushtan, Frequência: 1
Palavra: forewarned, Frequência: 1
Palavra: spewing, Frequência: 1
Palavra: forfeited, Frequência: 1
Palavra: spiced, Frequência: 1
Palavra: spicery, Frequência: 1
Palavra: bursting, Frequência: 1
Palavra: spider, Frequência: 1
Palavra: neiel, Frequência: 1
Palavra: archevites, Frequência: 1
Palavra: belaites, Frequência: 1
Palavra: forged, Frequência: 1
Palavra: belch, Frequência: 1
Palavra: spilt, Frequência: 1
Palavra: increasest, Frequência: 1
Palavra: spindle, Frequência: 1
Palavra: forgers, Frequência: 1
Palavra: neighed, Frequência: 1
Palavra: neighing, Frequência: 1
Palavra: neighings, Frequência: 1
Palavra: forgetfulness, Frequência: 1
Palavra: spite, Frequência: 1
Palavra: belied, Frequência: 1
Palavra: spitted, Frequência: 1
Palavra: spitting, Frequência: 1
Palavra: nekeb, Frequência: 1
Palavra: abaddon, Frequência: 1
Palavra: kenan, Frequência: 1
Palavra: forgetting, Frequência: 1
Palavra: archi, Frequência: 1
Palavra: spoilest, Frequência: 1
Palavra: nemuelites, Frequência: 1
Palavra: increasing, Frequência: 1
Palavra: core, Frequência: 1
Palavra: forgivenesses, Frequência: 1
Palavra: spokes, Frequência: 1
Palavra: spokesman, Frequência: 1
Palavra: incredible, Frequência: 1
Palavra: nephish, Frequência: 1
Palavra: forgot, Frequência: 1
Palavra: nephishesim, Frequência: 1
Palavra: abagtha, Frequência: 1
Palavra: forks, Frequência: 1
Palavra: bushy, Frequência: 1
Palavra: busied, Frequência: 1
Palavra: babbling, Frequência: 1
Palavra: adoraim, Frequência: 1
Palavra: nephusim, Frequência: 1
Palavra: spreadest, Frequência: 1
Palavra: nepthalim, Frequência: 1
Palavra: belief, Frequência: 1
Palavra: spreadings, Frequência: 1
Palavra: nereus, Frequência: 1
Palavra: busy, Frequência: 1
Palavra: nergal, Frequência: 1
Palavra: kenizzites, Frequência: 1
Palavra: neri, Frequência: 1
Palavra: accusing, Frequência: 1
Palavra: diminishing, Frequência: 1
Palavra: indebted, Frequência: 1
Palavra: dimnah, Frequência: 1
Palavra: sprout, Frequência: 1
Palavra: busybody, Frequência: 1
Palavra: cnidus, Frequência: 1
Palavra: spued, Frequência: 1
Palavra: kerenhappuch, Frequência: 1
Palavra: dimonah, Frequência: 1
Palavra: nethermost, Frequência: 1
Palavra: accustomed, Frequência: 1
Palavra: squared, Frequência: 1
Palavra: honourest, Frequência: 1
Palavra: stability, Frequência: 1
Palavra: netophathi, Frequência: 1
Palavra: dinah’s, Frequência: 1
Palavra: kernels, Frequência: 1
Palavra: dinaites, Frequência: 1
Palavra: stachys, Frequência: 1
Palavra: stacks, Frequência: 1
Palavra: stacte, Frequência: 1
Palavra: forsomuch, Frequência: 1
Palavra: hezeki, Frequência: 1
Palavra: staggered, Frequência: 1
Palavra: staggereth, Frequência: 1
Palavra: dined, Frequência: 1
Palavra: kettle, Frequência: 1
Palavra: inditing, Frequência: 1
Palavra: industrious, Frequência: 1
Palavra: stalks, Frequência: 1
Palavra: dionysius, Frequência: 1
Palavra: stalled, Frequência: 1
